sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.5412;-0.6688;6.6035;0.2833;-0.2067;9.8004;0.2589;-0.4629;-3.1617;-0.3693;0.3216;-0.1375;4406.0;15.53;-12.04;-48.63;294.03;-22.85;-1.69;2.0;991.01;35.53;42.317955;-83.2298;467.74;606.0011065641663;;4.9;16.129032;295.7;10 / 18;330997;2017-04-10 18:29:13:452
-0.8707;0.2089;6.7549;0.0122;0.216;9.8043;-0.8827;-0.0043;-2.9233;0.1979;-0.1237;0.1538;4406.0;15.85;-12.19;-48.52;289.67;-20.84;-1.23;2.0;991.01;43.48;42.317955;-83.2298;467.74;606.0011065641663;;4.9;16.129032;295.7;10 / 18;331097;2017-04-10 18:29:13:552
-0.1533;-0.8778;10.7145;0.007;0.39;9.7989;-0.1602;-1.2616;1.0712;0.3082;0.172;0.239;4406.0;15.63;-12.33;-48.73;288.72;-21.55;-3.55;2.0;991.0;43.48;42.317955;-83.2298;467.74;606.0011065641663;;4.9;16.129032;295.7;10 / 18;331197;2017-04-10 18:29:13:652
-0.4591;-0.4606;11.4066;-0.0788;-0.012;9.8063;-0.3814;-0.4488;1.741;-0.886;-0.8875;-0.2606;4406.0;15.23;-12.49;-49.01;291.02;-21.97;-3.32;2.0;991.0;43.48;42.317955;-83.2298;467.74;606.0011065641663;;4.9;16.129032;295.7;10 / 18;331298;2017-04-10 18:29:13:753
5.4255;-0.2115;19.574;0.552;0.2385;9.7882;5.4508;-2.1257;8.9279;-0.886;-0.8875;-0.2606;4475.0;15.23;-12.49;-49.01;291.02;-21.97;-3.32;2.0;990.98;45.244;42.317955;-83.2298;467.74;606.0011065641663;;4.9;16.129032;295.7;10 / 18;331397;2017-04-10 18:29:13:852
-0.0695;-0.6414;6.0721;-0.5573;-0.1648;9.7894;0.6907;2.803;-2.3722;0.5798;0.0644;-0.0427;4475.0;14.37;-12.18;-49.2;283.1;-19.44;-5.93;2.0;990.98;45.244;42.31796;-83.22982;467.74;606.0011065641663;;4.93;16.129032;280.4;10 / 19;331497;2017-04-10 18:29:13:952
-1.2838;1.88;6.0585;-0.3065;-0.5945;9.7838;0.667;-0.8257;-2.8027;-0.3949;0.0553;-0.4305;4475.0;13.87;-12.38;-49.38;289.8;-20.35;-1.88;2.0;990.99;45.244;42.31796;-83.22982;467.74;606.0011065641663;;4.93;16.129032;280.4;10 / 19;331597;2017-04-10 18:29:14:052
-0.2906;-0.2864;10.5462;-0.1757;0.2326;9.8023;-1.3422;1.9146;-3.54;-0.0956;-0.1226;-0.3761;4429.0;13.62;-12.26;-49.56;293.33;-21.77;-2.89;2.0;990.99;45.244;42.31796;-83.22982;467.74;605.6035169966328;;4.93;16.129032;280.4;10 / 19;331699;2017-04-10 18:29:14:154
0.4119;0.4433;14.472;0.0199;-0.0157;9.8066;-0.5099;-0.3213;1.309;0.0174;-0.0581;-0.0038;4429.0;13.62;-12.26;-49.56;293.33;-21.77;-2.89;2.0;991.0;44.348;42.31796;-83.22982;467.74;605.6035169966328;;4.93;16.129032;280.4;10 / 19;331797;2017-04-10 18:29:14:252
3.7624;-2.7444;15.8126;0.2005;0.1943;9.8027;-0.5418;0.617;3.3953;-0.2282;-0.5572;-0.1849;4429.0;13.47;-11.52;-49.63;294.39;-21.63;-2.85;2.0;990.99;44.348;42.31796;-83.22982;467.74;605.6035169966328;;4.93;16.129032;280.4;10 / 19;331897;2017-04-10 18:29:14:352
0.8644;0.1169;8.3386;-0.1483;0.292;9.8012;2.147;-2.2395;2.7429;-0.1952;-0.5748;-0.2068;4370.0;13.36;-11.46;-49.68;293.27;-21.02;-4.47;2.0;990.99;44.348;42.31796;-83.22982;467.74;605.6035169966328;;4.93;16.129032;280.4;10 / 19;331997;2017-04-10 18:29:14:452
-0.8603;-0.5545;4.9917;0.0593;-0.2729;9.8027;1.3041;-0.9197;-1.5688;-0.1952;-0.5748;-0.2068;4370.0;12.83;-11.22;-49.93;294.93;-22.49;-5.8;2.0;991.0;42.776;42.31796;-83.22982;467.74;605.6035169966328;;4.93;16.129032;280.4;10 / 19;332097;2017-04-10 18:29:14:552
-1.5378;-0.4421;7.7875;0.0565;-0.2699;9.8028;-1.3082;0.3265;-4.6551;0.1021;0.0947;0.2177;4370.0;12.83;-11.22;-49.93;294.93;-22.49;-5.8;2.0;991.0;42.776;42.31796;-83.22982;467.74;605.6035169966328;;4.93;16.129032;280.4;10 / 19;332197;2017-04-10 18:29:14:652
-1.3104;0.4492;9.6555;-0.0637;0.1136;9.8058;-0.9856;-0.7752;-0.3133;0.1388;-0.3426;0.0265;4370.0;12.47;-11.26;-49.96;296.01;-21.52;-4.41;2.0;990.98;42.776;42.31796;-83.22982;467.74;605.6035169966328;;4.93;16.129032;280.4;10 / 19;332297;2017-04-10 18:29:14:752
-0.2143;-0.1598;11.8202;0.0708;-0.1593;9.8051;-0.8907;0.1978;0.6613;-0.0726;-0.1024;-0.1109;4370.0;11.86;-11.49;-50.18;296.85;-22.14;-4.88;2.0;990.98;42.196;42.31796;-83.22982;467.74;605.6035169966328;;4.93;16.129032;280.4;8 / 18;332398;2017-04-10 18:29:14:853
4.1056;-3.3257;14.5407;0.2335;-0.5842;9.7864;1.4364;2.7988;3.1187;0.0126;0.7477;-0.4449;4370.0;11.88;-11.33;-50.28;295.92;-21.35;-4.19;2.0;990.99;42.196;42.317966;-83.22984;467.74;605.6035169966328;;4.93;16.129032;296.8;8 / 18;332497;2017-04-10 18:29:14:952
0.3223;1.5337;7.2384;-0.0825;-0.4307;9.7968;2.6484;1.1163;1.6566;-0.1861;0.2625;-0.5594;4370.0;11.88;-11.33;-50.28;295.92;-21.35;-4.19;2.0;990.99;42.196;42.317966;-83.22984;467.74;605.6035169966328;;4.93;16.129032;296.8;8 / 18;332597;2017-04-10 18:29:15:052
-0.2649;-0.3129;6.5564;0.0115;-0.0318;9.8066;-0.0581;-0.0292;-3.3028;-0.1861;0.2625;-0.5594;4421.0;12.54;-10.62;-50.1;296.73;-20.66;-1.54;2.0;990.98;39.992;42.317966;-83.22984;467.74;605.6035169966328;;4.93;16.129032;296.8;8 / 18;332697;2017-04-10 18:29:15:152
-1.2168;0.6918;6.6579;-0.1295;0.1991;9.8038;-1.0459;1.5318;-3.7034;0.3274;-0.3048;-0.0145;4421.0;12.94;-9.95;-50.07;299.51;-20.52;-1.4;2.0;990.98;39.992;42.317966;-83.22984;467.74;605.6035169966328;;4.93;16.129032;296.8;8 / 18;332797;2017-04-10 18:29:15:252
-1.1862;0.468;10.1756;0.101;0.2616;9.8026;-1.3092;0.2754;-1.6756;0.0328;-0.3665;-0.096;4421.0;13.4;-9.78;-49.91;301.43;-21.75;-2.08;2.0;990.98;39.992;42.317966;-83.22984;467.74;605.6035169966328;;4.93;16.129032;296.8;8 / 18;332897;2017-04-10 18:29:15:352
-1.0749;1.1614;12.2956;0.2146;-0.1235;9.8035;0.0978;0.7307;4.0988;-0.0737;0.4234;0.0063;4421.0;13.4;-9.78;-49.91;301.43;-21.75;-2.08;2.0;990.99;39.992;42.317966;-83.22984;467.74;605.6035169966328;;4.93;16.129032;296.8;8 / 18;332997;2017-04-10 18:29:15:452
3.1367;-3.8895;15.226;-0.043;0.1159;9.8059;3.6355;-4.4268;8.0171;0.8584;0.0809;0.5847;4421.0;13.39;-9.44;-49.92;300.46;-20.3;-2.13;2.0;990.99;40.116;42.317966;-83.22984;467.74;605.6035169966328;;4.93;16.129032;296.8;8 / 18;333097;2017-04-10 18:29:15:552
1.5805;-1.1967;9.6241;0.0743;0.116;9.8057;1.2301;-0.1293;-0.215;0.0525;0.3424;-0.0049;4421.0;13.14;-9.35;-50.2;300.98;-20.86;-2.61;2.0;991.01;40.116;42.317966;-83.22984;467.74;605.6035169966328;;4.93;16.129032;296.8;8 / 18;333197;2017-04-10 18:29:15:652
-1.1234;-0.5052;4.9371;-0.2156;-0.1371;9.8033;-0.5721;-0.3914;-4.4557;0.2768;-0.0672;0.2907;4421.0;12.83;-9.51;-50.3;296.92;-20.84;-3.47;2.0;991.01;40.116;42.317966;-83.22984;467.74;605.6035169966328;;4.93;16.129032;296.8;8 / 18;333297;2017-04-10 18:29:15:752
-1.9096;0.0593;6.8696;-0.3547;0.1341;9.7993;-1.4886;0.2315;-3.226;0.2768;-0.0672;0.2907;4421.0;12.83;-9.51;-50.3;296.92;-20.84;-3.47;2.0;990.99;43.356;42.317966;-83.22984;467.74;605.6035169966328;;4.93;16.129032;296.8;8 / 18;333397;2017-04-10 18:29:15:852
-0.5889;0.6656;10.4022;0.4254;0.076;9.7971;-1.5133;0.4675;-0.6136;-0.1371;-0.2792;0.1416;4331.0;12.68;-9.64;-50.36;302.49;-23.04;-3.21;2.0;990.99;43.356;42.317978;-83.22986;467.74;605.6035169966328;;4.93;16.129032;294.9;11 / 20;333496;2017-04-10 18:29:15:951
0.9403;1.0743;11.7902;0.765;-0.1099;9.7762;-0.0595;0.073;1.9973;-0.8311;-0.2946;-0.1753;4331.0;12.42;-9.92;-50.39;296.86;-21.17;-5.05;2.0;991.01;43.356;42.317978;-83.22986;467.74;605.6035169966328;;4.93;16.129032;294.9;11 / 20;333597;2017-04-10 18:29:16:052
3.0335;-0.1044;11.3537;0.6629;0.0472;9.7841;1.9507;-1.3592;2.8748;0.2906;0.2295;0.1762;4543.0;11.71;-9.22;-50.41;288.78;-17.83;-7.14;2.0;991.01;45.369;42.317978;-83.22986;467.74;605.6035169966328;;4.93;16.129032;294.9;11 / 20;333697;2017-04-10 18:29:16:152
0.9924;1.4309;7.7875;0.3914;-0.0104;9.7988;0.8451;2.806;-2.2849;-0.6665;0.034;-0.2473;4543.0;11.71;-9.22;-50.41;288.78;-17.83;-7.14;2.0;990.97;45.369;42.317978;-83.22986;467.74;605.6035169966328;;4.93;16.129032;294.9;11 / 20;333797;2017-04-10 18:29:16:252
-0.7116;1.4426;6.1079;0.3641;0.2407;9.7969;-0.7916;0.8055;-3.6468;-0.0615;-0.2488;-0.2025;4763.0;10.55;-8.12;-50.7;287.15;-15.64;-7.85;2.0;991.0;45.369;42.317978;-83.22986;467.74;605.6035169966328;;4.93;16.129032;294.9;11 / 20;333898;2017-04-10 18:29:16:353
-0.7115;0.5891;8.1482;0.0563;0.04;9.8064;-1.0686;0.5677;-1.8259;-0.0615;-0.2488;-0.2025;4763.0;9.21;-5.97;-51.11;288.72;-14.01;-9.88;2.0;991.0;41.663;42.317978;-83.22986;467.74;605.6035169966328;;4.93;16.129032;294.9;11 / 20;333997;2017-04-10 18:29:16:452
-0.9008;-1.0298;10.9413;-0.1399;-0.1299;9.8048;-0.8408;-0.9882;1.279;0.2374;0.3813;0.0106;4763.0;8.07;-4.0;-51.35;298.24;-14.54;-8.87;2.0;991.02;41.663;42.317978;-83.22986;467.74;605.6035169966328;;4.93;16.129032;294.9;11 / 20;334097;2017-04-10 18:29:16:552
0.3319;0.1355;13.1373;0.1021;-0.0301;9.8061;0.3775;0.2536;3.3892;-0.258;0.0297;0.01;4763.0;8.07;-4.0;-51.35;298.24;-14.54;-8.87;2.0;991.02;41.663;42.317978;-83.22986;467.74;605.6035169966328;;4.93;16.129032;294.9;11 / 20;334197;2017-04-10 18:29:16:652
-0.3467;-1.2126;6.1167;-0.1879;0.3007;9.8002;-0.1409;-1.5846;-3.6678;0.4238;-0.0411;0.2449;4763.0;7.33;-3.35;-51.49;301.01;-13.93;-9.0;2.0;991.01;41.663;42.317978;-83.22986;467.74;605.6035169966328;;4.93;16.129032;294.9;11 / 20;334298;2017-04-10 18:29:16:753
-1.5977;-1.5402;6.5899;-0.0326;-0.021;9.8066;-1.5478;-1.3835;-3.0977;-0.0482;0.1869;0.1576;4763.0;6.99;-3.14;-51.51;303.95;-15.78;-9.98;2.0;991.01;40.328;42.317978;-83.22986;467.74;605.6035169966328;;4.93;16.129032;294.9;11 / 20;334398;2017-04-10 18:29:16:853
-0.5988;-0.6315;10.8616;-0.1389;-0.1541;9.8045;-0.7272;-0.6854;1.227;0.0376;-0.0225;0.2849;4763.0;6.95;-3.63;-51.54;303.97;-15.94;-8.73;2.0;990.99;40.328;42.31799;-83.22987;467.74;605.6035169966328;;4.93;16.129032;301.7;9 / 18;334497;2017-04-10 18:29:16:952
-1.4571;1.2563;9.5974;-0.0056;0.0564;9.8065;-0.8198;0.1664;2.3321;0.0504;0.197;0.3663;4763.0;6.95;-3.63;-51.54;303.97;-15.94;-8.73;2.0;990.99;40.328;42.31799;-83.22987;467.74;605.6035169966328;;4.93;16.129032;301.7;9 / 18;334597;2017-04-10 18:29:17:052
3.5738;-0.4763;16.7245;0.1263;-0.0741;9.8056;3.6587;-3.3914;9.1996;-0.2788;-0.0107;-0.2707;4763.0;7.02;-4.38;-51.49;303.54;-16.15;-8.99;2.0;990.97;39.343;42.31799;-83.22987;467.74;605.6035169966328;;4.93;16.129032;301.7;9 / 18;334697;2017-04-10 18:29:17:152
1.8453;0.0248;9.85;-0.1808;-0.255;9.8017;2.2347;0.4601;-0.4176;-0.2788;-0.0107;-0.2707;4763.0;7.21;-4.84;-51.49;298.71;-15.3;-9.04;2.0;990.98;39.343;42.31799;-83.22987;467.74;605.6035169966328;;4.93;16.129032;301.7;9 / 18;334799;2017-04-10 18:29:17:254
0.4909;1.1449;6.6206;-0.3707;0.0413;9.7996;2.2347;0.4601;-0.4176;0.484;-0.1364;0.2167;4763.0;7.73;-5.37;-51.33;303.16;-17.31;-8.17;2.0;990.98;39.343;42.31799;-83.22987;467.74;605.6035169966328;;4.93;16.129032;301.7;9 / 18;334897;2017-04-10 18:29:17:352
-0.2831;-0.4361;7.4086;0.0934;-0.0819;9.8059;-0.3024;0.2298;-3.9231;0.0589;-0.2153;0.2002;4763.0;7.73;-5.37;-51.33;303.16;-17.31;-8.17;2.0;991.0;38.338;42.31799;-83.22987;467.74;605.6035169966328;;4.93;16.129032;301.7;9 / 18;334996;2017-04-10 18:29:17:451
-1.1494;1.1039;7.3396;0.0024;0.2593;9.8032;-1.2978;0.8828;-2.3371;0.1969;-0.1428;0.1405;4823.0;8.29;-5.98;-51.23;298.98;-16.59;-8.07;2.0;991.0;38.338;42.31799;-83.22987;467.74;605.6035169966328;;4.93;16.129032;301.7;9 / 18;335097;2017-04-10 18:29:17:552
-2.2936;0.9178;9.1433;-0.1006;0.3154;9.8011;-2.1376;0.4417;-0.496;0.3977;0.0186;0.475;4823.0;8.64;-6.72;-51.22;294.44;-17.31;-9.46;2.0;990.98;38.338;42.31799;-83.22987;467.74;605.6035169966328;;4.93;16.129032;301.7;9 / 18;335197;2017-04-10 18:29:17:652
-2.4827;-0.6634;9.2166;-0.1238;-0.1224;9.8051;-2.1447;-0.8764;-0.491;0.411;-0.5732;0.8052;4349.0;8.82;-7.84;-51.02;293.95;-17.67;-8.47;2.0;990.98;38.338;42.31799;-83.22987;467.74;605.6035169966328;;4.93;16.129032;301.7;9 / 18;335297;2017-04-10 18:29:17:752
2.9999;-3.1678;14.5327;-0.1574;0.3937;9.7975;2.8912;-3.4474;4.7039;0.411;-0.5732;0.8052;4349.0;8.82;-7.84;-51.02;293.95;-17.67;-8.47;2.0;991.0;42.968;42.31799;-83.22987;467.74;605.6035169966328;;4.93;16.129032;301.7;9 / 18;335397;2017-04-10 18:29:17:852
0.7094;-0.65;8.4927;-0.3416;-0.1311;9.7998;1.0502;-1.0066;-1.3212;0.3343;0.4644;0.5272;4349.0;8.87;-9.27;-50.76;293.13;-19.44;-10.3;2.0;991.0;42.968;42.317993;-83.22989;464.52;605.6035169966328;;4.93;16.129032;297.3;9 / 18;335497;2017-04-10 18:29:17:952
-0.8446;-0.7751;4.5308;-0.3053;-0.2324;9.7991;-0.2824;-0.4501;-5.1727;0.2677;0.5469;0.8159;4175.0;9.4;-11.62;-50.14;290.0;-20.97;-8.71;2.0;991.02;42.968;42.317993;-83.22989;464.52;605.6035169966328;;4.93;16.129032;297.3;9 / 18;335597;2017-04-10 18:29:18:052
-0.6401;0.2941;8.0424;-0.3118;-0.0439;9.8016;-0.3056;0.4525;-1.5816;0.1489;-0.1695;0.5459;4175.0;10.52;-14.19;-49.24;286.38;-22.59;-7.77;2.0;991.02;40.647;42.317993;-83.22989;464.52;605.6035169966328;;4.93;16.129032;297.3;9 / 18;335697;2017-04-10 18:29:18:152
0.358;1.2674;11.8237;0.2598;0.001;9.8032;0.2124;1.1761;2.1719;-0.2335;0.1475;0.1751;4077.0;10.52;-14.19;-49.24;286.38;-22.59;-7.77;2.0;991.03;40.647;42.317993;-83.22989;464.52;605.6035169966328;;4.93;16.129032;297.3;9 / 18;335797;2017-04-10 18:29:18:252
3.059;3.0335;15.7493;0.258;0.2589;9.7998;2.4912;2.9149;6.0281;0.2533;0.1608;-0.2803;4077.0;11.38;-16.38;-48.63;276.35;-21.13;-8.23;2.0;991.01;40.647;42.317993;-83.22989;464.52;605.6035169966328;;4.93;16.129032;297.3;9 / 18;335897;2017-04-10 18:29:18:352
-0.2761;-0.8654;4.936;-0.1531;-0.1949;9.8035;-0.2308;-0.3039;-4.7913;-0.2154;0.4207;-0.4789;4180.0;11.92;-17.76;-48.18;265.36;-19.79;-10.01;2.0;991.01;39.098;42.317993;-83.22989;464.52;605.6035169966328;;4.93;16.129032;297.3;9 / 18;335997;2017-04-10 18:29:18:452
-0.333;-0.1721;6.5116;0.0258;-0.6114;9.7875;-0.7113;-0.1929;-3.2051;-0.2154;0.4207;-0.4789;4180.0;12.34;-17.86;-48.04;266.22;-19.89;-6.21;2.0;991.06;39.098;42.317993;-83.22989;464.52;605.6035169966328;;4.93;16.129032;297.3;9 / 18;336098;2017-04-10 18:29:18:553
-0.4982;-1.3331;10.0838;-0.0464;0.1718;9.805;-0.518;-2.0147;0.6908;0.0339;-0.2195;-0.1077;4266.0;12.34;-17.86;-48.04;266.22;-19.89;-6.21;2.0;991.06;39.098;42.317993;-83.22989;464.52;605.6035169966328;;4.93;16.129032;297.3;9 / 18;336197;2017-04-10 18:29:18:652
-0.0073;0.1949;13.6845;-0.0465;0.0927;9.8061;-0.3408;0.2184;4.5506;0.118;0.206;0.3221;4266.0;12.45;-17.13;-48.35;269.58;-20.09;-7.29;2.0;991.03;30.194;42.317993;-83.22989;464.52;605.6035169966328;;4.93;16.129032;297.3;9 / 18;336296;2017-04-10 18:29:18:751
4.5823;-2.8932;17.8348;-0.2039;0.1331;9.8036;-0.3408;0.2184;4.5506;-0.7416;0.2758;0.2209;4651.0;12.34;-16.78;-48.49;272.4;-21.28;-8.14;2.0;991.03;30.194;42.317997;-83.229904;464.52;605.6035169966328;;4.9;12.903226;287.6;12 / 20;336397;2017-04-10 18:29:18:852
-0.0303;1.1368;8.1717;0.1156;-0.0666;9.8057;3.0848;-2.4317;3.2802;0.5889;0.165;0.6625;4651.0;12.26;-16.91;-48.5;271.81;-20.58;-7.75;2.0;991.03;30.194;42.317997;-83.229904;464.52;605.6035169966328;;4.9;12.903226;287.6;12 / 20;336498;2017-04-10 18:29:18:953
0.6981;0.3078;6.1718;-0.4956;0.0853;9.7937;1.2376;-0.3739;-3.0874;0.3764;0.2886;0.5767;4651.0;12.26;-16.91;-48.5;271.81;-20.58;-7.75;2.0;991.03;30.194;42.317997;-83.229904;464.52;605.6035169966328;;4.9;12.903226;287.6;12 / 20;336597;2017-04-10 18:29:19:052
-1.4862;0.6202;4.7106;-0.6801;0.0434;9.7829;0.222;0.4609;-4.9064;0.3764;0.2886;0.5767;4651.0;12.02;-18.28;-48.1;278.35;-24.57;-7.89;2.0;991.04;36.624;42.317997;-83.229904;464.52;605.6035169966328;;4.9;12.903226;287.6;12 / 20;336697;2017-04-10 18:29:19:152
-0.3027;-0.5631;10.2212;-0.0448;0.0574;9.8064;-0.0067;-0.9892;0.3289;-0.1126;-0.1913;0.2098;4540.0;11.79;-20.4;-47.32;272.16;-24.87;-8.22;2.0;991.04;36.624;42.317997;-83.229904;464.52;605.6035169966328;;4.9;12.903226;287.6;12 / 20;336797;2017-04-10 18:29:19:252
0.5581;-1.1058;11.7848;0.0934;0.1529;9.805;1.1306;-1.3626;3.3679;-0.3491;0.3568;-0.1642;4540.0;11.79;-22.17;-46.49;263.74;-24.36;-9.22;2.0;991.06;36.624;42.317997;-83.229904;464.52;605.6035169966328;;4.9;12.903226;287.6;12 / 20;336897;2017-04-10 18:29:19:352
4.2882;0.4176;14.0479;0.4328;0.1459;9.796;5.8474;-0.1056;8.3091;0.7231;0.1666;-0.1072;4540.0;11.79;-22.17;-46.49;263.74;-24.36;-9.22;2.0;991.06;32.073;42.317997;-83.229904;464.52;605.6035169966328;;4.9;12.903226;287.6;12 / 20;336997;2017-04-10 18:29:19:452
-0.4748;1.6963;6.9074;0.3189;-0.3592;9.7949;-0.4723;1.8018;-2.8995;-0.5025;0.3541;-0.4534;4540.0;12.04;-23.23;-45.98;260.89;-24.27;-8.57;2.0;991.01;32.073;42.317997;-83.229904;464.52;605.6035169966328;;4.9;12.903226;287.6;12 / 20;337097;2017-04-10 18:29:19:552
0.1418;-0.4381;5.9706;0.3189;-0.3592;9.7949;-0.2028;-0.1076;-3.7354;0.1782;-0.2494;-0.0592;4540.0;12.67;-23.4;-45.73;257.14;-22.74;-6.0;2.0;991.01;32.073;42.317997;-83.229904;464.52;605.6035169966328;;4.9;12.903226;287.6;12 / 20;337197;2017-04-10 18:29:19:652
-0.044;-0.9224;10.7009;0.2282;-0.3327;9.7983;-2.0246;0.4733;-2.8597;-0.1041;0.5011;-0.023;4719.0;13.12;-22.78;-45.74;258.2;-23.09;-7.19;2.0;991.01;33.976;42.317997;-83.229904;464.52;605.6035169966328;;4.9;12.903226;287.6;12 / 20;337297;2017-04-10 18:29:19:752
1.0029;0.3046;13.9926;0.1406;-0.1681;9.8042;-0.4827;-0.933;0.9486;-0.1041;0.5011;-0.023;4719.0;13.12;-22.78;-45.74;258.2;-23.09;-7.19;2.0;991.01;33.976;42.317997;-83.229904;464.52;605.6035169966328;;4.9;12.903226;287.6;12 / 20;337397;2017-04-10 18:29:19:852
3.2338;0.8382;14.6432;-0.2128;0.643;9.7832;-0.9451;0.6681;1.8461;0.7439;-0.659;0.5895;4719.0;13.53;-22.56;-45.89;257.01;-22.48;-5.97;2.0;991.03;33.976;42.317993;-83.229904;464.52;605.6035169966328;;4.9;12.903226;248.1;14 / 20;337497;2017-04-10 18:29:19:952
0.125;0.8849;8.2434;-0.2128;0.643;9.7832;3.1101;-1.4842;1.7652;0.5308;-0.146;0.605;4719.0;12.76;-23.12;-45.94;257.72;-22.79;-10.25;2.0;991.02;39.057;42.317993;-83.229904;464.52;605.6035169966328;;4.9;12.903226;248.1;14 / 20;337597;2017-04-10 18:29:20:052
-0.0788;-0.3968;6.2417;1.2129;0.0556;9.7312;0.0;0.0;0.0;-0.5206;0.2419;0.0894;4719.0;10.63;-23.73;-46.3;238.18;-15.78;-9.01;2.0;991.02;39.057;42.317993;-83.229904;464.52;605.6035169966328;;4.9;12.903226;248.1;14 / 20;337697;2017-04-10 18:29:20:152
-1.9861;-1.042;5.7123;0.2591;-0.5314;9.7888;-0.0323;-0.1035;-0.4277;0.1548;0.0424;0.4194;4719.0;10.63;-23.73;-46.3;238.18;-15.78;-9.01;2.0;991.02;39.057;42.317993;-83.229904;464.52;605.6035169966328;;4.9;12.903226;248.1;14 / 20;337797;2017-04-10 18:29:20:252
-0.5224;0.1538;11.686;-1.1531;-0.2993;9.734;-1.5361;-0.405;0.3569;0.1548;0.0424;0.4194;4785.0;9.02;-24.06;-46.76;232.41;-16.1;-5.43;2.0;991.02;28.119;42.317993;-83.229904;464.52;605.6035169966328;;4.9;12.903226;248.1;14 / 20;337897;2017-04-10 18:29:20:352
0.1345;1.362;12.8645;0.3376;0.3568;9.7943;-0.4582;0.9702;3.7378;0.103;0.0086;0.3014;4785.0;7.12;-24.3;-47.19;250.89;-22.5;-8.38;2.0;991.05;28.119;42.317993;-83.229904;464.52;605.6035169966328;;4.9;12.903226;248.1;14 / 20;337997;2017-04-10 18:29:20:452
2.3428;2.4666;12.1965;0.3376;0.3568;9.7943;-0.4582;0.9702;3.7378;-0.4384;-0.2158;-0.2409;4785.0;6.84;-23.4;-47.45;247.3;-19.94;-9.79;2.0;991.05;28.119;42.317993;-83.229904;464.52;605.6035169966328;;4.9;12.903226;248.1;14 / 20;338097;2017-04-10 18:29:20:552
-0.953;0.7319;4.31;0.0083;0.2863;9.8025;2.0707;2.1214;3.454;0.8204;0.2297;-0.3364;4785.0;6.84;-23.4;-47.45;247.3;-19.94;-9.79;2.0;991.04;28.119;42.317993;-83.229904;464.52;605.6035169966328;;4.9;12.903226;248.1;14 / 20;338197;2017-04-10 18:29:20:652
0.1543;-0.7074;5.7377;-0.0648;-0.3115;9.8015;0.1153;-0.1697;-4.7836;-0.122;-0.1377;-0.1853;4785.0;7.53;-22.99;-47.35;247.64;-19.25;-11.41;2.0;991.04;23.562;42.317993;-83.229904;464.52;605.6035169966328;;4.9;12.903226;248.1;14 / 20;338297;2017-04-10 18:29:20:752
-1.2759;-0.2155;7.994;-0.0034;0.0941;9.8062;0.1527;-0.5852;-2.7104;-0.4151;-0.1206;-0.3211;4697.0;7.81;-23.42;-46.98;249.31;-20.28;-9.76;2.0;991.01;23.562;42.317993;-83.229904;464.52;605.6035169966328;;4.9;12.903226;248.1;14 / 20;338397;2017-04-10 18:29:20:852
-1.0825;-1.4102;10.8777;-0.0338;0.0969;9.8061;-0.0692;-1.2781;1.4331;-0.4151;-0.1206;-0.3211;4697.0;8.43;-23.47;-46.66;249.65;-20.26;-10.4;2.0;991.01;23.562;42.317986;-83.22992;467.74;605.6035169966328;;4.9;16.129032;242.3;13 / 19;338497;2017-04-10 18:29:20:952
0.143;-0.1495;14.5925;0.1323;-0.0666;9.8055;-1.1912;-0.3642;4.7969;-0.0723;-0.1664;0.3841;4697.0;8.43;-23.47;-46.66;249.65;-20.26;-10.4;2.0;991.02;27.338;42.317986;-83.22992;467.74;605.6035169966328;;4.9;16.129032;242.3;13 / 19;338597;2017-04-10 18:29:21:052
-0.7276;0.9023;8.1736;0.1323;-0.0666;9.8055;-1.1912;-0.3642;4.7969;0.1546;0.0832;0.2659;4697.0;8.59;-23.92;-46.63;245.92;-19.67;-9.73;2.0;991.04;27.338;42.317986;-83.22992;467.74;605.6035169966328;;4.9;16.129032;242.3;13 / 19;338697;2017-04-10 18:29:21:152
0.963;-0.0971;6.6996;-0.1915;-0.1994;9.8028;-0.0073;0.9106;-0.818;-0.0304;0.009;0.1446;4697.0;8.87;-24.04;-46.56;249.39;-21.17;-9.08;2.0;991.04;27.338;42.317986;-83.22992;467.74;605.6035169966328;;4.9;16.129032;242.3;13 / 19;338798;2017-04-10 18:29:21:253
